Institution,State,Institution Type,MSI,10yr Earnings Premium,Meets Threshold 1
Galen Health Institutes-Richmond,VA,2-Year,Non-MSI,61480,TRUE
Galen Health Institutes-Myrtle Beach,SC,2-Year,Non-MSI,61480,TRUE
Galen Health Institutes-Asheville,NC,4-year,Non-MSI,61480,TRUE
Larkin University,FL,4-year,Non-MSI,NA,NA
Pathways College-Arizona,AZ,4-year,Non-MSI,NA,NA
Pontifex University,GA,4-year,Non-MSI,NA,NA
Xtylo Beauty College,AZ,Less-than-2-year,Non-MSI,NA,NA
San Francisco School of Massage & Bodywork,CA,Less-than-2-year,Non-MSI,NA,NA
Chancellor Institute,FL,2-Year,Non-MSI,NA,NA
The Salon Professional Academy,PA,Less-than-2-year,Non-MSI,NA,NA
Studio 75 Hair Academy,TN,Less-than-2-year,Non-MSI,NA,NA
Commercial Diving Technologies Institute,FL,Less-than-2-year,Non-MSI,NA,NA
Boone Career and Technical Center,WV,2-Year,Non-MSI,NA,NA
Edge Academy of Beauty,KY,Less-than-2-year,Non-MSI,NA,NA
Premier Barber School,TX,Less-than-2-year,Non-MSI,NA,NA
Arizona College of Nursing-Falls Church,VA,4-year,Non-MSI,34657,FALSE
Arizona College of Nursing-Ontario,CA,4-year,Non-MSI,34657,FALSE
National Tractor Trailer School,AZ,Less-than-2-year,Non-MSI,42217,FALSE
Galen Health Institutes-Houston,TX,4-year,Non-MSI,61480,TRUE
Galen Health Institutes-Pikeville,KY,2-Year,Non-MSI,61480,TRUE
Stellar Career College,IL,Less-than-2-year,Non-MSI,30337,FALSE
Commonwealth University of Pennsylvania,PA,4-year,Non-MSI,52416,TRUE
Pennsylvania Western University,PA,4-year,Non-MSI,47295,FALSE
Troy University-Phenix City Campus,AL,4-year,Non-MSI,42062,FALSE
Troy University-Montgomery Campus,AL,4-year,Non-MSI,42062,FALSE
Troy University-Dothan Campus,AL,4-year,Non-MSI,42062,FALSE
Troy University-Online,AL,4-year,Non-MSI,42062,FALSE
Troy University-Support Sites,GA,4-year,Non-MSI,42062,FALSE
Arizona State University-West,AZ,4-year,Non-MSI,62668,TRUE
Arizona State University-Polytechnic,AZ,4-year,Non-MSI,62668,TRUE
Arizona State University-Downtown Phoenix,AZ,4-year,Non-MSI,62668,TRUE
Arizona State University - Tucson,AZ,4-year,Non-MSI,62668,TRUE
Arizona State University - Lake Havasu,AZ,4-year,Non-MSI,62668,TRUE
Arizona State University - The Gila Valley,AZ,4-year,Non-MSI,62668,TRUE
Arizona State University - Yuma,AZ,4-year,Non-MSI,62668,TRUE
Arizona State University - Pinal,AZ,4-year,Non-MSI,62668,TRUE
Arizona State University - Cochise,AZ,4-year,Non-MSI,62668,TRUE
Arizona State University - Yavapai,AZ,4-year,Non-MSI,62668,TRUE
Arizona State University - Pima,AZ,4-year,Non-MSI,62668,TRUE
Arizona State University - Washington D.C.,DC,4-year,Non-MSI,62668,FALSE
Arizona State University - Northeastern Arizona,AZ,4-year,Non-MSI,62668,TRUE
Arizona State University - Mesa City Center,AZ,4-year,Non-MSI,62668,TRUE
Arkansas College of Barbering and Hair Design,AR,Less-than-2-year,Non-MSI,16209,FALSE
Harding School of Theology,TN,4-year,Non-MSI,52876,TRUE
Career Academy of Hair Design-Siloam Springs,AR,Less-than-2-year,Non-MSI,21567,FALSE
Career Academy of Hair Design-Rogers,AR,Less-than-2-year,Non-MSI,21567,FALSE
Career Academy of Hair Design-Fayetteville,AR,Less-than-2-year,Non-MSI,21567,FALSE
Career Academy of Hair Design - Fort Smith,AR,Less-than-2-year,Non-MSI,21567,FALSE
University of Arkansas Community College at Hope - Texarkana,AR,2-Year,Non-MSI,34162,FALSE
Alliant International University-Fresno,CA,4-year,Non-MSI,66666,TRUE
Alliant International University-Los Angeles,CA,4-year,Non-MSI,66666,TRUE
Alliant International University-San Francisco Bay Area,CA,4-year,Non-MSI,66666,TRUE
Alliant International University-Irvine,CA,4-year,Non-MSI,66666,TRUE
Alliant International University-Sacramento,CA,4-year,Non-MSI,66666,TRUE
San Jose Campus,CA,4-year,Non-MSI,NA,NA
Golden Gate University-Seattle,WA,4-year,Non-MSI,87434,TRUE
Golden Gate University-Silicon Valley,CA,4-year,Non-MSI,87434,TRUE
Humphreys College-Modesto,CA,4-year,Non-MSI,39248,FALSE
TONI&GUY Hairdressing Academy - Costa Mesa,CA,Less-than-2-year,Non-MSI,22101,FALSE
IDEA at ATEP,CA,2-Year,Non-MSI,49156,FALSE
Life Pacific University-Virginia,VA,2-Year,Non-MSI,43299,FALSE
MiraCosta College - San Elijo Campus,CA,4-year,Non-MSI,43845,FALSE
Mount Saint Mary's University - Doheny Campus,CA,4-year,Non-MSI,72379,TRUE
San Diego State University-Imperial Valley Campus,CA,4-year,Non-MSI,64909,TRUE
San Joaquin General Hospital School of Radiation Technology,CA,2-Year,Non-MSI,43212,FALSE
Jesuit School of Theology of Santa Clara University,CA,4-year,Non-MSI,109183,TRUE
Thomas Aquinas College - New England,MA,4-year,Non-MSI,55619,FALSE
Victor Valley Community College - Aviation Technology,CA,2-Year,Non-MSI,36119,FALSE
Wright Institute (The) -,CA,4-year,Non-MSI,NA,NA
Colorado Technical University-Denver South,CO,4-year,Non-MSI,37180,FALSE
Denver Seminary - Washington DC,MD,4-year,Non-MSI,NA,NA
Otero College - La Junta High School,CO,2-Year,Non-MSI,39018,FALSE
Goodwin University - Bridgeport Campus,CT,4-year,Non-MSI,43596,FALSE
Three Rivers Community College - York Correctional Institution,CT,Less-than-2-year,Non-MSI,37792,FALSE
Porter and Chester Institute of Enfield,CT,Less-than-2-year,Non-MSI,41588,FALSE
Porter and Chester Institute of Waterbury,CT,Less-than-2-year,Non-MSI,41588,FALSE
Porter and Chester Institute of Worcester,MA,Less-than-2-year,Non-MSI,41588,FALSE
Porter and Chester Institute - New London,CT,Less-than-2-year,Non-MSI,41588,FALSE
Porter and Chester Institute - Brockton,MA,Less-than-2-year,Non-MSI,41588,FALSE
Porter and Chester Institute - Chicopee,MA,Less-than-2-year,Non-MSI,41588,FALSE
Delaware Technical Community College-Owens,DE,4-year,Non-MSI,41448,FALSE
Delaware Technical Community College-Stanton/Wilmington,DE,4-year,Non-MSI,41448,FALSE
Barry University Law School,FL,4-year,Non-MSI,55966,TRUE
Keiser University-Melbourne,FL,4-year,Non-MSI,39696,FALSE
Keiser University-Tallahassee,FL,4-year,Non-MSI,39696,FALSE
Keiser University-Daytona,FL,4-year,Non-MSI,39696,FALSE
Keiser University-Lakeland,FL,4-year,Non-MSI,39696,FALSE
Keiser University- Miami,FL,4-year,Non-MSI,39696,FALSE
Keiser University-Orlando,FL,4-year,Non-MSI,39696,FALSE
Keiser University-Sarasota,FL,4-year,Non-MSI,39696,FALSE
Keiser University-Jacksonville,FL,4-year,Non-MSI,39696,FALSE
Keiser University-Tampa,FL,4-year,Non-MSI,39696,FALSE
Keiser University-Pembroke Pines,FL,4-year,Non-MSI,39696,FALSE
Keiser University-Port St Lucie,FL,4-year,Non-MSI,39696,FALSE
Keiser University-West Palm Beach,FL,4-year,Non-MSI,39696,FALSE
Keiser University-Ft Myers,FL,4-year,Non-MSI,39696,FALSE
Keiser University -  Clearwater,FL,4-year,Non-MSI,39696,FALSE
Keiser University - New Port Richey,FL,4-year,Non-MSI,39696,FALSE
Keiser University - Residential (Flagship),FL,4-year,Non-MSI,39696,FALSE
Maynard A. Traviss Technical College - Central Florida Aerospace Academy,FL,Less-than-2-year,Non-MSI,39813,FALSE
Miami Lakes Educational Center and Technical College -,FL,2-Year,Non-MSI,37543,FALSE
Rasmussen University-Central Pasco,FL,4-year,Non-MSI,39080,FALSE
Rasmussen University-Fort Myers,FL,4-year,Non-MSI,39080,FALSE
Rasmussen University-Tampa/Brandon,FL,4-year,Non-MSI,39080,FALSE
Rasmussen University-North Orlando,FL,4-year,Non-MSI,39080,FALSE
East Georgia State College - Statesboro,GA,2-Year,Non-MSI,37174,FALSE
East Georgia State College - Augusta,GA,2-Year,Non-MSI,37174,FALSE
Moody Theological Seminary and Graduate School--Michigan,MI,4-year,Non-MSI,45399,FALSE
Moody Bible Institute - Spokane,WA,4-year,Non-MSI,45399,FALSE
Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,IL,2-Year,Non-MSI,41728,FALSE
PJ's College of Cosmetology- Brownsburg,IN,Less-than-2-year,Non-MSI,22402,FALSE
PJ's College of Cosmetology- Jeffersonville,IN,Less-than-2-year,Non-MSI,22402,FALSE
Ivy Tech Community College-South Bend/Elkhart,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Columbus,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Muncie,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Kokomo,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Lafayette,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Fort Wayne,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Sellersburg,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Evansville,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Terre Haute,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Richmond,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Lake County,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Madison,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Bloomington,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Indianapolis,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Marion,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Valparaiso,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Lawrenceburg,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Hamilton County,IN,2-Year,Non-MSI,37186,FALSE
Ivy Tech Community College-Anderson,IN,2-Year,Non-MSI,37186,FALSE
University of Notre Dame -,IL,4-year,Non-MSI,99980,TRUE
Graceland University - Independence,MO,4-year,Non-MSI,47361,TRUE
Graceland University - Trenton,MO,4-year,Non-MSI,47361,TRUE
Baker University School of Nursing,KS,4-year,Non-MSI,63855,TRUE
Coffeyville Technical Campus,KS,Less-than-2-year,Non-MSI,35246,FALSE
Columbus Technical Campus,KS,Less-than-2-year,Non-MSI,35246,FALSE
Old Town Barber College - KC,MO,Less-than-2-year,Non-MSI,21295,FALSE
PJ's College of Cosmetology- Greenfield,IN,Less-than-2-year,Non-MSI,20392,FALSE
PJ's College of Cosmetology- Muncie,IN,Less-than-2-year,Non-MSI,20392,FALSE
PJ's College of Cosmetology- Indianapolis,IN,Less-than-2-year,Non-MSI,20392,FALSE
PJ's College of Cosmetology- Plainfield,IN,Less-than-2-year,Non-MSI,20392,FALSE
PJ's College of Cosmetology- Louisville,KY,Less-than-2-year,Non-MSI,20392,FALSE
Southeastern Louisiana University - EBR Parish School System Prof Dev,LA,4-year,Non-MSI,46482,TRUE
Southeastern Louisiana University - St Amant High School,LA,4-year,Non-MSI,46482,TRUE
Southeastern Louisiana University - Destrahan High School,LA,4-year,Non-MSI,46482,TRUE
Southeastern Louisiana University - Albert Cammon Middle School,LA,4-year,Non-MSI,46482,TRUE
Beal University,ME,4-year,Non-MSI,35639,FALSE
University of Maine - Machias,ME,4-year,Non-MSI,48653,TRUE
Empire Beauty School-Bangor,ME,Less-than-2-year,Non-MSI,23925,FALSE
Hillsdale Beauty College,MI,Less-than-2-year,Non-MSI,17793,FALSE
Baker College of Cadillac,MI,4-year,Non-MSI,35833,FALSE
Baker College of Jackson,MI,4-year,Non-MSI,35833,FALSE
Baker College of Muskegon,MI,4-year,Non-MSI,35833,FALSE
Calvin University - Handlon Campus,MI,4-year,Non-MSI,58375,TRUE
Davenport University-Warren Location,MI,4-year,Non-MSI,45099,FALSE
Davenport University-Kalamazoo Location,MI,4-year,Non-MSI,45099,FALSE
Davenport University-Lansing Location,MI,4-year,Non-MSI,45099,FALSE
Davenport University-Midland Location,MI,4-year,Non-MSI,45099,FALSE
Davenport University-Traverse City Location,MI,4-year,Non-MSI,45099,FALSE
Davenport University - Wayne CCCD,MI,4-year,Non-MSI,45099,FALSE
Davenport University - Detroit,MI,4-year,Non-MSI,45099,FALSE
Anoka-Ramsey Community College-Cambridge Campus,MN,2-Year,Non-MSI,48342,FALSE
Central Lakes College-Staples Campus,MN,2-Year,Non-MSI,42162,FALSE
M State - Detroit Lakes Campus,MN,2-Year,Non-MSI,45591,FALSE
M State - Moorhead Campus,MN,2-Year,Non-MSI,45591,FALSE
M State - Wadena Campus,MN,2-Year,Non-MSI,45591,FALSE
Minnesota North College - Itasca,MN,2-Year,Non-MSI,45570,FALSE
Minnesota North College - Mesabi Range Virginia,MN,2-Year,Non-MSI,45570,FALSE
Minnesota North College - Mesabi Range Eveleth,MN,2-Year,Non-MSI,45570,FALSE
Minnesota North College - Rainy River,MN,2-Year,Non-MSI,45570,FALSE
Minnesota North College - Vermilion,MN,2-Year,Non-MSI,45570,FALSE
South Central College-Faribault,MN,2-Year,Non-MSI,45068,FALSE
Mayo Clinic College of Medicine and Science - Florida,FL,4-year,Non-MSI,79652,TRUE
Mayo Clinic College of Medicine and Science - Arizona,AZ,4-year,Non-MSI,79652,TRUE
Northland Community and Technical College - East Grand Forks,MN,2-Year,Non-MSI,44425,FALSE
Rasmussen University-Bloomington,MN,4-year,Non-MSI,39080,FALSE
Rasmussen University-Eagan,MN,4-year,Non-MSI,39080,FALSE
Rasmussen University-Mankato,MN,4-year,Non-MSI,39080,FALSE
Rasmussen University-Lake Elmo/Woodbury,MN,4-year,Non-MSI,39080,FALSE
Rasmussen University-Hennepin/Anoka,MN,4-year,Non-MSI,39080,FALSE
Minnesota State CollegeSoutheast-Red Wing Campus,MN,2-Year,Non-MSI,43613,FALSE
Copiah-Lincoln Community College Simpson County Center,MS,2-Year,Non-MSI,31241,FALSE
Copiah-Lincoln Community College-Natchez Campus,MS,2-Year,Non-MSI,31241,FALSE
University of Mississippi Medical Center,MS,4-year,Non-MSI,50994,TRUE
Pearl River Community College-Forrest County Campus,MS,2-Year,Non-MSI,33019,FALSE
Columbia College - Redstone Arsenal,AL,4-year,Non-MSI,45378,TRUE
Columbia College - Denver,CO,4-year,Non-MSI,45378,FALSE
Columbia College - NAS Jacksonville,FL,4-year,Non-MSI,45378,TRUE
Columbia College - Orlando,FL,4-year,Non-MSI,45378,TRUE
Columbia College - Crystal Lake Campus,IL,4-year,Non-MSI,45378,FALSE
Columbia College - Kansas City,MO,4-year,Non-MSI,45378,FALSE
Columbia College - Fort Leonard Wood,MO,4-year,Non-MSI,45378,FALSE
Columbia College - Jefferson City,MO,4-year,Non-MSI,45378,FALSE
Columbia College - Lake Ozark,MO,4-year,Non-MSI,45378,FALSE
Columbia College - Saint Louis,MO,4-year,Non-MSI,45378,FALSE
Columbia College - Fort Worth,TX,4-year,Non-MSI,45378,FALSE
Columbia College - Salt Lake,UT,4-year,Non-MSI,45378,FALSE
Columbia College - Lake County,IL,4-year,Non-MSI,45378,FALSE
Columbia College - Naval Station Everett/Marysville,WA,4-year,Non-MSI,45378,FALSE
Columbia College - Freeport,IL,4-year,Non-MSI,45378,FALSE
Columbia College - Springfield,MO,4-year,Non-MSI,45378,FALSE
Columbia College - Rolla,MO,4-year,Non-MSI,45378,FALSE
Columbia College - Los Alamitos,CA,4-year,Non-MSI,45378,FALSE
Columbia College - Lemoore,CA,4-year,Non-MSI,45378,FALSE
Columbia College - San Luis Obispo,CA,4-year,Non-MSI,45378,FALSE
Columbia College - Fort Stewart,GA,4-year,Non-MSI,45378,FALSE
Columbia College - Hunter Army Airfield,GA,4-year,Non-MSI,45378,FALSE
Columbia College - Elgin,IL,4-year,Non-MSI,45378,FALSE
Columbia College - Whidbey Island,WA,4-year,Non-MSI,45378,FALSE
Columbia College -  Jacksonville,FL,4-year,Non-MSI,45378,TRUE
Columbia College - Fort Sill,OK,4-year,Non-MSI,45378,TRUE
Columbia College - San Diego,CA,4-year,Non-MSI,45378,FALSE
Columbia College - Mesquite,TX,4-year,Non-MSI,45378,FALSE
Columbia College - Waynesville,MO,4-year,Non-MSI,45378,FALSE
Columbia College - Naval Base San Diego,CA,4-year,Non-MSI,45378,FALSE
Columbia College - Imperial,CA,4-year,Non-MSI,45378,FALSE
Columbia College - NSB Kings Bay,GA,4-year,Non-MSI,45378,FALSE
Columbia College - Minot AFB,ND,4-year,Non-MSI,45378,FALSE
Columbia College - Springfield TMobile,MO,4-year,Non-MSI,45378,FALSE
Columbia College - Eastfield Pleasant Grove,TX,4-year,Non-MSI,45378,FALSE
Columbia College - Fort Leonard Wood 58th Trans BN,MO,2-Year,Non-MSI,45378,FALSE
Columbia College - USCG Base Honolulu,HI,4-year,Non-MSI,45378,FALSE
Columbia College - Tavares PD,FL,4-year,Non-MSI,45378,TRUE
Columbia College - Ellsworth AFB,SD,4-year,Non-MSI,45378,TRUE
Columbia College - Denver,CO,4-year,Non-MSI,45378,FALSE
Columbia College - Whiteman AFB,MO,4-year,Non-MSI,45378,FALSE
Columbia College - Grissom ARB,IN,4-year,Non-MSI,45378,FALSE
Evangel University - Assemblies of God Theological Seminary,MO,4-year,Non-MSI,46573,FALSE
City College Montana State University Billings,MT,2-Year,Non-MSI,44296,TRUE
New Hampshire Institute for Therapeutic Arts,ME,Less-than-2-year,Non-MSI,NA,NA
American Institute,NJ,2-Year,Non-MSI,28710,FALSE
Monmouth University -  Monmouth Park Corporate Center,NJ,4-year,Non-MSI,67991,TRUE
Bard College - Holyoke Microcollege,MA,2-Year,Non-MSI,46543,FALSE
Bard College - Coxsackie Correctional Facility,NY,Less-than-2-year,Non-MSI,46543,FALSE
Bard College - Eastern NY Correctional Facility,NY,4-year,Non-MSI,46543,FALSE
Bard College - Fishkill Correctional Facility,NY,4-year,Non-MSI,46543,FALSE
Bard College - Green Haven Correctional Facility,NY,4-year,Non-MSI,46543,FALSE
Bard College - Taconic Correctional Facility,NY,4-year,Non-MSI,46543,FALSE
Bard College - Woodbourne Correctional Facility,NY,4-year,Non-MSI,46543,FALSE
Bard College - BHSEC Newark,NJ,2-Year,Non-MSI,46543,FALSE
Bard College - Brooklyn Public Library,NY,2-Year,Non-MSI,46543,FALSE
Bard College - New York Public Library Countee Cullen Branch,NY,2-Year,Non-MSI,46543,FALSE
Bard College - Bard Globalization and International Affairs Program,NY,4-year,Non-MSI,46543,FALSE
Bard College - Albion Correctional Facility,NY,4-year,Non-MSI,46543,FALSE
Bryant & Stratton College-Syracuse,NY,2-Year,Non-MSI,32568,FALSE
Bryant & Stratton College-Amherst,NY,4-year,Non-MSI,32568,FALSE
Bryant & Stratton College-Southtowns,NY,4-year,Non-MSI,32568,FALSE
Bryant & Stratton College-Henrietta,NY,2-Year,Non-MSI,32568,FALSE
Clarkson University Capital Region Campus,NY,4-year,Non-MSI,89696,TRUE
Culinary Institute of America at Greystone,CA,2-Year,Non-MSI,47475,FALSE
Culinary Institute of America San Antonio,TX,2-Year,Non-MSI,47475,FALSE
CUNY Brooklyn College - Feirstein Graduate School of Cinema,NY,4-year,Non-MSI,60752,TRUE
Jamestown Business College -,NY,4-year,Non-MSI,34976,FALSE
NYSMedical&Dental Assistants - American Institute of Clinical Massage,ID,Less-than-2-year,Non-MSI,38899,FALSE
Pratt Manhattan-A Division of Pratt Institute,NY,4-year,Non-MSI,54295,TRUE
Rabbinical Seminary of America-Ma'yan HaTorah,NY,4-year,Non-MSI,NA,NA
Saint John's University - Staten Island Campus,NY,4-year,Non-MSI,69571,TRUE
Gaston College,NC,2-Year,Non-MSI,35386,FALSE
Winston - Salem Barber School - Satellite,NC,Less-than-2-year,Non-MSI,16389,FALSE
Bryant & Stratton College-Akron,OH,4-year,Non-MSI,32568,FALSE
Bryant & Stratton College-Solon,OH,4-year,Non-MSI,32568,FALSE
Hebrew Union College-Jewish Institute of Religion-Cincinnati,OH,4-year,Non-MSI,NA,NA
Hebrew Union College-Jewish Institute of Religion-Los Angeles,CA,4-year,Non-MSI,NA,NA
Kettering College - Ollie Davis Medical Arts and Education Center,OH,4-year,Non-MSI,67492,TRUE
Mount Carmel College of Nursing - Fairfield,OH,4-year,Non-MSI,75103,TRUE
Los Angeles Center,CA,4-year,Non-MSI,64080,TRUE
Florida Center,FL,4-year,Non-MSI,64080,TRUE
Sacramento Center,CA,4-year,Non-MSI,64080,TRUE
Western Seminary-San Jose,CA,4-year,Non-MSI,NA,NA
Western Seminary-Sacramento,CA,4-year,Non-MSI,NA,NA
The Beauty Institute,PA,Less-than-2-year,Non-MSI,24785,FALSE
Bucks County Community College-Upper Bucks Campus,PA,2-Year,Non-MSI,47324,FALSE
Bucks County Community College-Gene and Marlene Epstein Campus at Lower Bucks,PA,2-Year,Non-MSI,47324,FALSE
Harrisburg Area Community College-Lancaster,PA,2-Year,Non-MSI,42007,FALSE
Harrisburg Area Community College-Gettysburg,PA,2-Year,Non-MSI,42007,FALSE
Harrisburg Area Community College-Lebanon,PA,2-Year,Non-MSI,42007,FALSE
Harrisburg Area Community College-York,PA,2-Year,Non-MSI,42007,FALSE
UPMC Jameson School of Nursing - UPMC Hamot,PA,2-Year,Non-MSI,70472,TRUE
Mercyhurst Municipal Police Training Academy,PA,Less-than-2-year,Non-MSI,47452,FALSE
New Castle School of Trades,PA,2-Year,Non-MSI,44814,FALSE
New Castle School of Trades - East Liverpool Campus,OH,Less-than-2-year,Non-MSI,44814,FALSE
Northampton County Area Community College-Monroe,PA,2-Year,Non-MSI,41566,FALSE
UPMC Shadyside - at UPMC Harrisburg,PA,Less-than-2-year,Non-MSI,68801,TRUE
South Hills School of Business and Technology-Altoona,PA,2-Year,Non-MSI,35539,FALSE
South College-Asheville,NC,4-year,Non-MSI,36642,FALSE
South College-Nashville,TN,4-year,Non-MSI,36642,FALSE
South College-Atlanta,GA,4-year,Non-MSI,36642,FALSE
South College - Indianapolis,IN,4-year,Non-MSI,36642,FALSE
South College - Orlando,FL,4-year,Non-MSI,36642,FALSE
Austin Presbyterian Theological Seminary- YMCA Outdoor Center,TN,4-year,Non-MSI,NA,NA
Huston - Tillotson University - Center for Entrepreneurship and Innova,TX,4-year,Non-MSI,42937,FALSE
San Jacinto College-North Campus,TX,2-Year,Non-MSI,43062,FALSE
San Jacinto College-South Campus,TX,2-Year,Non-MSI,43062,FALSE
San Jacinto Community College District - Generation Park Campus,TX,2-Year,Non-MSI,43062,FALSE
Texas A & M University Health Science Center,TX,4-year,Non-MSI,72097,TRUE
Snow College-Richfield Campus,UT,2-Year,Non-MSI,41022,FALSE
Northern Vermont University - Lyndon,VT,4-year,Non-MSI,40903,FALSE
Bluefield College - Edward Via College of Osteopathic Medicine,VA,4-year,Non-MSI,48896,FALSE
Bryant & Stratton College-Richmond,VA,4-year,Non-MSI,32568,FALSE
Bryant & Stratton College-Hampton,VA,4-year,Non-MSI,32568,FALSE
Tidewater Tech - Priority Automotive Tidewater Tech Learning Center,VA,Less-than-2-year,Non-MSI,31657,FALSE
Strayer University-Alexandria Campus,VA,4-year,Non-MSI,40092,FALSE
Strayer University-Woodbridge Campus,VA,4-year,Non-MSI,40092,FALSE
Strayer University-Loudoun Campus,VA,4-year,Non-MSI,40092,FALSE
Strayer University-Fredericksburg Campus,VA,4-year,Non-MSI,40092,FALSE
Strayer University-Chesterfield Campus,VA,4-year,Non-MSI,40092,FALSE
Strayer University-Newport News Campus,VA,4-year,Non-MSI,40092,FALSE
Strayer University-Virginia Beach Campus,VA,4-year,Non-MSI,40092,FALSE
